Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
123	-1067519.2	830926.44	157.36269	-2551225.2	303.7143	-535.46826	6.797958e-05	-535.4678	-535.4682	496000	0.0	37780955000.0	-0.019644924	-104561.82	0.0061218063	0.0	147.72652101516724
124	-1586498.6	823830.06	-2952.9387	-2669147.0	195.0	-537.2407	7.4908065e-05	-537.23987	-537.2408	500000	-5.2154064e-08	88149290000.0	-0.02100016	-350479.88	0.0031302387	0.0	148.9994411468506
125	-1661056.8	925107.25	-505072.38	-4201394.0	38.636364	-540.3465	9.329598e-05	-540.34393	-540.3465	504000	1.0430813e-07	142541210000.0	-0.016134918	-1015808.0	0.0044380426	0.0	150.35172080993652
126	-1895973.1	840203.25	-1291326.9	-5148848.5	26.944445	-545.69977	5.050636e-05	-545.6987	-545.6998	508000	6.7055225e-08	425241150000.0	-0.020269934	-4021248.0	0.008166801	0.0	151.49048590660095
127	-1683054.6	1402355.6	-112.360085	-5825893.0	108.0	-555.92883	0.000120743214	-555.92865	-555.92896	512000	-2.6077032e-08	199402130000.0	-0.0109584	-934428.44	0.004542741	0.0	152.46983909606934
128	-1437221.4	760445.7	388.66843	-2321156.0	121.9	-561.19073	3.2669494e-05	-561.19	-561.19073	516000	3.7252903e-09	79478740000.0	-0.011239864	-352361.56	0.0027158875	0.0	153.55942392349243
129	-1011363.8	859478.1	721.454	-2084293.0	421.6	-564.33777	0.00012406438	-564.33734	-564.33765	520000	3.7252903e-09	45647622000.0	-0.010333899	-125372.41	0.0062179756	0.0	154.7305510044098
130	-2099556.8	1925124.0	203.99135	-7736125.5	183.92308	-566.2809	0.00014597806	-566.2743	-566.28094	524000	-8.940697e-08	609559450000.0	-0.015621543	-3206187.0	0.004728556	0.0	156.25755310058594
131	-3137638.0	3208599.5	-1206675.9	-10262788.0	23.833334	-575.1255	8.2882056e-05	-575.12256	-575.1255	528000	0.0	447751260000.0	-0.025166845	-861184.0	0.0030012424	0.0	157.354238986969
132	-1667971.4	1170526.9	414.2051	-3672861.0	220.0	-579.88293	0.000120862715	-579.8826	-579.88306	532000	1.5832484e-08	70573480000.0	-0.026697084	-159601.97	0.002992387	0.0	158.37699699401855
133	-1332703.1	606469.3	599.10815	-1773373.1	179.33333	-582.07764	6.533186e-05	-582.07684	-582.07764	536000	3.7252903e-09	32930435000.0	-0.022327201	-58470.367	0.0033702229	0.0	159.46698904037476
134	-1342541.1	795797.7	-232680.89	-2290113.2	36.81818	-583.4278	0.00012774076	-583.4269	-583.4279	540000	5.9604645e-08	107239650000.0	-0.01786555	-653296.0	0.0032741828	0.0	160.47218298912048
135	-1853506.5	1079925.8	94.96729	-4804308.5	92.933334	-587.4649	2.3060467e-05	-587.46454	-587.46497	544000	3.1664968e-08	221072900000.0	-0.011660969	-1601624.5	0.0037885262	0.0	161.57262086868286
136	-1829980.8	1184433.8	37.148914	-4380906.5	88.26667	-593.941	1.6659356e-05	-593.94055	-593.94104	548000	-4.0978193e-08	218453380000.0	-0.023880165	-1300709.2	0.0081433775	0.0	162.622802734375
137	-1740763.5	1051429.4	55.004875	-4277226.0	135.11111	-599.90485	6.0713875e-05	-599.9046	-599.9049	552000	0.0	123268940000.0	-0.0045671165	-582438.2	0.008042421	0.0	163.75095081329346
138	-1552404.9	320961.16	-920353.75	-2304902.5	23.6	-603.94086	6.11571e-05	-603.9407	-603.941	556000	2.0489097e-08	76361810000.0	-0.019816132	-400896.0	0.009903334	0.0	164.87143182754517
139	-1663799.9	788666.7	-1222.5582	-3148336.2	152.22223	-607.2841	6.176324e-05	-607.2837	-607.2841	560000	-3.7252903e-08	192995800000.0	-0.019844301	-1636497.8	0.0075161057	0.0	166.01505088806152
140	-1422655.0	787703.0	-4312.96	-2893393.5	165.5	-613.6886	6.298018e-05	-613.6881	-613.68866	564000	4.8428774e-08	98048790000.0	-0.04054721	-717686.75	0.007802164	0.0	167.68568587303162
141	-1250180.1	644572.5	705.10834	-1775130.1	227.0	-618.26965	6.1604704e-05	-618.26953	-618.2696	568000	7.450581e-09	45117137000.0	-0.023998361	-175384.34	0.0058849715	0.0	168.8277769088745
142	-1709635.4	1157988.0	522.86957	-4367303.0	133.88889	-620.5929	6.260196e-05	-620.5923	-620.5929	572000	-2.6077032e-08	115339250000.0	-0.02994341	-393322.5	0.007917291	0.0	169.950021982193
143	-1422677.9	777337.94	756.99365	-3464104.0	115.583336	-623.8615	6.457912e-05	-623.8608	-623.8616	576000	-1.0244548e-08	190955390000.0	-0.024392627	-1462269.2	0.0060037836	0.0	171.00887489318848
144	-1788753.4	966958.3	-603.62427	-3868576.2	101.84615	-630.1856	0.000121699726	-630.1854	-630.1857	580000	6.7055225e-08	221075830000.0	-0.019422352	-1411159.1	0.007827284	0.0	172.14793586730957
145	-594313.06	600236.0	787.8248	-1302111.1	516.75	-636.517	1.4443554e-05	-636.51666	-636.517	584000	1.8626451e-09	11546929000.0	-0.028185483	-32926.297	0.0031454726	0.0	173.27102398872375
146	-1293764.2	480751.47	353.0863	-1811884.5	125.888885	-637.84235	6.0790524e-05	-637.84216	-637.8424	588000	-1.8626451e-09	44905920000.0	-0.0033770888	-140669.25	0.0039303373	3.0	174.33205604553223
147	-927198.4	994582.3	580.251	-2364124.5	510.0	-639.8125	1.2839163e-05	-639.8122	-639.8125	592000	1.4901161e-08	20412492000.0	-0.023145422	-20915.125	0.0056634108	0.0	175.54522109031677
148	-1965041.1	554450.2	-1013038.1	-3142985.5	29.555555	-640.7327	0.00017893036	-640.73254	-640.7329	596000	-1.4156103e-07	314096500000.0	-0.009387396	-3532800.0	0.0075174686	0.0	176.56854009628296
149	-1578184.2	741941.4	845.5825	-2822949.0	96.46667	-650.318	0.00014368563	-650.3169	-650.3179	600000	1.1175871e-08	162334080000.0	-0.024261206	-1609486.1	0.0066751195	0.0	177.7106499671936
150	-1701773.1	1015891.94	187.20903	-4327179.5	96.1875	-657.11426	2.527622e-05	-657.1133	-657.11426	604000	-1.0430813e-07	295960540000.0	-0.005548559	-2915575.5	0.0088129295	1.0	179.43572402000427
151	-1885276.4	791156.25	-1072596.0	-4040089.2	24.1	-665.579	0.00012704259	-665.57855	-665.57886	608000	-1.6391277e-07	267093540000.0	-0.013172723	-2436096.0	0.0055922894	0.0	180.61896109580994
152	-1266268.4	831787.56	734.09595	-2226670.5	269.75	-673.2989	2.1579185e-06	-673.2988	-673.29895	612000	-1.8626451e-08	58318840000.0	-0.02952765	-230633.53	0.00595248	0.0	181.85573482513428
153	-1611405.9	600682.7	-262.30356	-2578064.5	88.0	-675.9494	6.0943534e-05	-675.94934	-675.9495	616000	2.9802322e-08	180635830000.0	-0.022594307	-1325266.1	0.007169173	0.0	183.05756092071533
154	-1973572.0	1132516.0	-6343.2827	-4716201.0	120.4	-681.43744	6.1430605e-05	-681.43726	-681.43744	620000	-4.4703484e-08	171744400000.0	-0.01650577	-694312.4	0.0040598474	0.0	184.12657284736633
155	-1411223.0	445656.44	70.390305	-2013186.4	83.117645	-685.6787	0.00018409714	-685.6784	-685.6786	624000	-3.3527613e-08	128174760000.0	-0.018503752	-1067340.1	0.006419481	0.0	185.15257477760315
156	-1700720.8	538685.25	-766856.44	-2952263.8	23.7	-690.6894	6.266144e-05	-690.68915	-690.68933	628000	4.749745e-08	107891390000.0	-0.030548025	-486912.0	0.007695887	1.0	186.35403299331665
157	-1799813.2	729427.94	-1031708.3	-3846224.0	27.3	-694.2975	6.1027527e-05	-694.29736	-694.29755	632000	6.3329935e-08	134485920000.0	-0.031707715	-747520.0	0.007584978	1.0	187.3753309249878
158	-1448739.8	638217.2	907.91736	-2176980.2	159.85715	-698.5202	9.455526e-06	-698.5201	-698.52026	636000	-4.0978193e-08	50853798000.0	-0.014658857	-153855.78	0.006608494	0.0	188.6902048587799
159	-1419983.0	593497.9	-1371.3562	-2374372.5	86.1579	-700.6661	6.263914e-05	-700.6655	-700.66614	640000	-4.284084e-08	175648590000.0	-0.025455695	-2006825.0	0.008047678	0.0	189.6984260082245
160	-1143058.0	898491.5	695.2388	-2026631.6	394.25	-707.50867	6.317949e-05	-707.5084	-707.5086	644000	1.5646219e-07	57927380000.0	-0.020845711	-251115.28	0.0072675743	1.0	191.38333106040955
161	-1340710.4	737113.6	592.20746	-1999523.1	220.5	-710.3317	6.224389e-05	-710.33154	-710.3317	648000	-1.5646219e-07	75903300000.0	-0.018483799	-331739.38	0.006719225	1.0	192.47972893714905
162	-1657593.4	1014397.2	-73.05581	-3377884.2	187.66667	-713.2305	6.117233e-05	-713.2306	-713.23065	652000	1.1175871e-08	83647620000.0	-0.0057339687	-242794.16	0.0037595234	0.0	193.4785840511322
163	-1818977.5	666918.7	-785295.5	-3505550.8	26.277779	-715.8204	0.000120438155	-715.8203	-715.82056	656000	-1.4156103e-07	202187700000.0	-0.020891462	-1777664.0	0.0071368534	0.0	194.69279289245605
164	-1430418.6	1278030.1	-329.94366	-3762724.0	351.16666	-722.499	2.3638815e-06	-722.49896	-722.499	660000	2.4214387e-08	81403060000.0	-0.023358494	-227431.83	0.008209686	0.0	195.8404541015625
165	-1482901.6	645782.06	140.20926	-2625808.2	133.33333	-725.26013	0.00012187561	-725.2602	-725.26025	664000	-7.4505806e-08	108362780000.0	-0.01973541	-500947.0	0.008187117	0.0	197.09075903892517
166	-1367483.2	592589.9	550.78174	-1944397.1	123.2	-728.89966	0.00018239711	-728.89966	-728.89984	668000	7.8231096e-08	78381900000.0	-0.018972967	-401175.88	0.007630528	0.0	198.23076391220093
167	-1570632.2	537827.2	563.33606	-2247869.5	89.882355	-732.3076	8.523096e-06	-732.3075	-732.3076	672000	4.4703484e-08	185311610000.0	-0.030017592	-2139460.5	0.007823067	0.0	199.23803782463074
168	-964126.44	840839.25	209.83922	-2097332.0	365.0	-739.7067	0.00012307327	-739.7065	-739.7066	676000	2.9802322e-08	27062985000.0	-0.022756953	-109209.03	0.007842202	0.0	200.3364861011505
169	-1508124.4	789185.4	284.0151	-2865903.2	107.0	-741.85876	5.5437936e-06	-741.85864	-741.85876	680000	-3.1664968e-08	103007260000.0	-0.024214623	-499386.3	0.008039555	0.0	201.4023940563202
170	-1199063.9	946813.1	102.357	-2557841.5	374.5	-745.48114	6.383939e-05	-745.4809	-745.4811	684000	1.7136335e-07	102722224000.0	-0.0226342	-592908.7	0.0064679882	0.0	202.85805296897888
171	-1423858.9	996514.4	771.1979	-2749823.0	308.57144	-749.6644	0.0001217877	-749.66406	-749.66455	688000	-1.4901161e-08	96137200000.0	-0.041901365	-408014.12	0.009004976	0.0	203.9386329650879
172	-336433.5	582814.75	884.18964	-1345897.4	753.75	-753.14124	6.1294006e-05	-753.141	-753.1412	692000	3.7252903e-09	4590174000.0	-0.006525874	-3467.0938	0.0019665493	0.0	205.0135531425476
173	-1074670.4	764110.5	-911.0625	-2448933.8	223.0	-753.70306	9.356512e-06	-753.7029	-753.70306	696000	-1.4901161e-08	47506380000.0	-0.018878665	-180661.92	0.008775953	0.0	206.22086906433105
174	-1459774.9	862764.4	737.877	-2789577.0	232.7	-755.9476	6.0828814e-05	-755.9476	-755.94763	700000	-1.1175871e-07	128442650000.0	-0.024410501	-1040315.56	0.0071846237	1.0	207.55431294441223
175	-1408480.5	1385336.5	839.7977	-3756103.2	418.4	-761.47815	0.00012268293	-761.4779	-761.478	704000	-5.2154064e-08	106027240000.0	-0.031404685	-274606.38	0.0070959087	0.0	208.70280289649963
176	-1574997.6	1094248.6	245.32158	-3357869.0	242.44444	-764.61127	0.00018319445	-764.611	-764.6111	708000	1.1920929e-07	102291790000.0	-0.03241299	-433504.84	0.0076699397	0.0	209.85447096824646
177	-2344016.8	3356541.2	-1031.35	-12696373.0	113.818184	-768.35443	0.000123043	-768.3542	-768.3543	712000	1.1920929e-07	1192651500000.0	-0.024126038	-3062346.0	0.008280947	0.0	210.96806502342224
178	-1511555.0	964938.9	609.97095	-3316707.5	227.1	-777.7536	0.000124499	-777.7532	-777.7535	716000	0.0	134281626000.0	-0.015607968	-946009.6	0.007725627	1.0	212.25140690803528
179	-1411179.0	515497.94	-2014.7059	-1839419.8	107.25	-783.29913	0.000121997815	-783.29877	-783.2993	720000	1.4156103e-07	79146934000.0	-0.025890801	-567851.4	0.006171375	0.0	213.52621579170227
180	-1789247.0	184725.83	-1470281.4	-2039330.4	27.5	-787.4593	6.0958813e-05	-787.4593	-787.45935	724000	-4.0978193e-08	77780430000.0	-0.020921584	-347136.0	0.0075509017	1.0	215.14073276519775
181	-1793030.1	730680.3	718.16785	-3558791.8	92.17647	-790.831	0.00012335293	-790.83075	-790.8309	728000	0.0	275774000000.0	-0.030063704	-3481858.0	0.008729838	0.0	216.3511209487915
182	-1348147.1	680078.25	716.0418	-2265514.5	196.17647	-800.4105	6.1793385e-06	-800.4104	-800.4106	732000	-1.1920929e-07	135988340000.0	-0.02314379	-1205242.1	0.008503139	0.0	217.55456709861755
183	-1860824.9	1070670.6	116.947655	-5432768.0	126.47369	-806.4071	2.1579185e-06	-806.40704	-806.4071	736000	1.3411045e-07	305342320000.0	-0.020446934	-2549871.0	0.0059756953	0.0	219.0229470729828
184	-1675770.5	837896.75	-4424.4746	-4839891.5	64.63333	-814.3555	6.6202745e-05	-814.35516	-814.35547	740000	8.940697e-08	467199660000.0	-0.018087253	-7204689.0	0.009045923	0.0	220.06183099746704
185	-1494512.5	645619.75	-923.80133	-2397716.8	145.5	-826.7531	0.00018301644	-826.75323	-826.7533	744000	4.4703484e-08	73589290000.0	-0.03085168	-337651.25	0.0077768993	0.0	221.18666696548462
186	-1516661.9	407615.9	-521863.56	-2286057.2	39.846153	-830.0108	0.00012133568	-830.01074	-830.0109	748000	-2.9802322e-08	290946780000.0	-0.024169847	-4319232.0	0.009126677	0.0	222.2183620929718
187	-1720686.2	839565.1	538.7883	-2998623.8	140.125	-838.83716	0.00018302152	-838.8372	-838.83734	752000	-9.313226e-09	78761730000.0	-0.024047898	-243654.8	0.007532751	1.0	223.21845483779907
188	-1121331.6	648098.8	772.4479	-2010102.9	174.86667	-841.43835	0.00012446908	-841.43805	-841.43823	756000	4.4703484e-08	103660110000.0	-0.024833575	-807759.75	0.007900598	0.0	224.40871286392212
189	-1274606.6	957359.44	810.149	-2561881.0	348.1111	-845.3323	6.1027527e-05	-845.3323	-845.33234	760000	-1.4156103e-07	88695680000.0	-0.02508907	-234642.8	0.0065896027	0.0	225.6300070285797
190	-1599827.8	598138.3	572.95233	-2841414.8	93.35714	-847.66595	6.1240804e-05	-847.6658	-847.6659	764000	-5.2154064e-08	133164060000.0	-0.024064835	-706002.25	0.008252294	0.0	227.23970293998718
191	-1633515.6	853134.94	-312.2609	-3812610.0	104.083336	-851.4141	0.00018301644	-851.41425	-851.4143	768000	-8.568168e-08	124253300000.0	-0.014361616	-515737.56	0.0076716924	1.0	228.54675698280334
192	-1434271.6	823776.6	333.90714	-2319496.8	136.77777	-854.7841	5.373174e-06	-854.784	-854.7841	772000	3.7252903e-09	84473545000.0	-0.00886048	-277464.56	0.00679713	0.0	229.83863592147827
193	-2202568.8	696147.2	-1544558.8	-3482517.5	17.8	-857.30786	0.00012198636	-857.30786	-857.308	776000	-5.5879354e-09	71387040000.0	-0.02610912	-127488.0	0.0072464347	1.0	231.01193380355835
194	-1547299.9	805760.25	3.7610369	-2565092.8	190.16667	-859.0312	6.155177e-05	-859.03094	-859.0311	780000	2.9802322e-08	56306012000.0	-0.03498882	-150761.39	0.0058005964	0.0	232.38914608955383
195	-1452300.0	470729.2	409.3719	-2111723.0	110.69231	-860.89526	0.00018334182	-860.89496	-860.8951	784000	8.195639e-08	118970820000.0	-0.023101809	-1005605.44	0.00865674	0.0	233.62563395500183
196	-1817281.6	1792585.9	95.99161	-6111486.5	202.54546	-865.60535	6.1019895e-05	-865.60535	-865.6054	788000	7.450581e-09	232496960000.0	-0.014251493	-674428.7	0.0074242796	0.0	234.93773198127747
197	-496487.16	860030.9	751.0909	-1986104.1	756.0	-869.6835	6.1035156e-05	-869.68353	-869.68353	792000	-7.450581e-09	9976495000.0	-0.034097888	-10336.328	0.009749946	0.0	236.2186107635498
198	-1651920.4	1175536.1	-2577.238	-4023660.2	116.454544	-870.40814	3.8602025e-06	-870.408	-870.40814	796000	-1.4901161e-08	139863460000.0	-0.023596916	-564874.5	0.008569326	0.0	237.6595540046692
199	-1707897.4	792659.8	-292378.6	-3646831.5	36.88889	-873.99304	6.195143e-05	-873.99286	-873.99304	800000	2.2351742e-08	246296840000.0	-0.023484409	-2625536.0	0.0070082457	0.0	239.63129782676697
