Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
249	40.271667	180.10037	845.705	0.0	48.57143	91.170715	16.573328	96.010864	-11.5493	275000	-0.0419039	2.1552782	-0.00025793165	-1.7273917	0.88289684	-0.00016642651	189.2569398880005
250	89.328575	267.98575	893.28577	0.0	100.9	93.17039	9.645799	95.67738	-4.1387577	276100	0.00056983926	4.1804156	-0.00043629674	-4.011152	0.89638996	0.00018288406	190.60890007019043
251	46.702595	235.24234	939.8082	-192.56671	64.625	88.75609	23.324745	95.564514	-63.50896	277200	0.030524628	115.86751	-0.0003301166	-98.833786	0.88391536	0.00013825744	191.40405297279358
252	69.06373	239.24377	897.8284	0.0	77.84615	92.98179	10.87704	95.94871	-11.97598	278300	-0.05187421	8.903282	0.00019643083	-8.643033	0.90329975	7.512388e-05	192.070307970047
253	71.80363	248.73505	933.44714	0.0	77.84615	91.61906	14.115954	95.65032	-36.00447	279400	-0.031443253	4.9078994	-5.725771e-06	-4.6241655	0.87512785	5.7691283e-05	192.7464439868927
254	131.46046	322.01108	920.22327	0.0	143.71428	93.71478	9.608453	95.836426	-22.192833	280500	0.0021202513	16.852541	-0.0003108487	-16.642433	0.9028683	9.669461e-05	193.42182302474976
255	128.6831	315.20792	900.78174	0.0	143.71428	92.00554	10.580034	95.60883	-2.5079126	281600	-0.06564261	0.81065124	-0.00036605448	-0.5557617	0.8893402	-7.40796e-05	194.10746097564697
256	113.00615	298.98615	904.0492	0.0	125.875	93.52203	9.353035	95.51907	-3.523639	282700	-0.011007022	1.8408809	-7.2449446e-05	-1.7472146	0.8801957	3.1455864e-05	194.79466581344604
257	113.793976	301.07056	910.3518	0.0	125.875	94.00266	9.270922	95.51475	-63.485233	283800	-0.024132159	4.0330567	-5.278364e-05	-3.663103	0.90161335	3.2269143e-06	195.4564700126648
258	304.02692	429.95898	912.08075	0.0	334.0	93.73388	6.751306	95.4937	-1.8283459	284900	-0.082614824	0.74372905	-7.878244e-05	-0.6334053	0.87769586	6.753206e-07	196.1365520954132
259	152.24387	340.42767	913.4632	0.0	167.5	91.515854	13.392816	95.71251	-1.5870616	286000	-0.022883452	6.339009	-0.00018526241	-6.055565	0.8673177	3.493263e-05	196.77594804763794
260	147.06366	328.84433	882.38196	0.0	167.5	91.587746	13.686374	96.136986	-5.494607	287100	-0.029508736	24.833714	-0.00013224967	-24.583464	0.9261933	5.4086853e-05	197.99745512008667
261	391.458	391.458	782.916	0.0	500.5	90.65774	14.444787	95.4614	-12.575656	288200	-0.004387997	21.001114	-7.4029434e-05	-20.663881	0.90367275	-0.0001399674	198.67526602745056
262	224.67256	389.1443	898.69025	0.0	250.75	93.43893	6.926362	95.41931	0.6523378	289300	-0.0025287648	4.050364	-7.239613e-05	-2.8424942	0.8756673	5.0422495e-05	199.33918404579163
263	906.2198	0.0	906.2198	906.2198	1000.0	92.48054	8.975957	95.65545	35.716824	290400	-0.057153437	7.5139275	8.523464e-06	-7.324218	0.87118125	-2.2192624e-05	200.00633096694946
264	51.972004	251.69905	938.27875	-210.67073	73.85714	89.52713	23.373112	95.617226	-91.72567	291500	-0.0030417154	78.12872	-6.6156965e-05	-56.87652	0.87864614	-2.1905764e-05	200.69285106658936
265	66.34477	263.448	887.1857	-157.39325	94.36364	87.15681	25.41375	96.0399	-100.87756	292600	-0.04588163	26.703394	-0.00018091127	-22.356123	0.880501	-3.166367e-05	201.3777129650116
266	239.28357	479.99017	909.05566	-191.20499	341.0	90.70804	24.38795	96.84762	-107.05579	293700	0.0055774846	23.367334	-0.00022552442	-14.265692	0.9112154	-5.947552e-05	202.06678009033203
267	93.10835	279.3251	931.08356	0.0	100.9	89.92762	16.233818	95.92219	-32.16553	294800	-0.001356076	55.565304	-0.0002940367	-54.65095	0.90829045	8.6844506e-05	202.7108290195465
268	58.36052	226.02931	933.7683	0.0	63.4375	92.90889	12.352818	95.5252	-69.55538	295900	-0.021525135	13.011972	1.6486272e-05	-12.198564	0.88677144	-1.7762537e-05	203.39127802848816
269	73.25056	242.9446	879.00665	0.0	84.25	92.18335	11.068951	95.60974	-4.88572	297000	-0.0149334995	10.862016	-0.00018839352	-10.230048	0.8672339	-2.7280314e-05	204.08231377601624
270	91.309	273.92697	913.08997	0.0	100.9	92.29112	11.723373	95.96431	-4.974799	298100	-0.04582764	14.955813	-0.00023791566	-14.340179	0.8661199	6.156239e-05	205.36117792129517
271	26.171637	180.36823	874.48364	-156.00208	44.5	86.72804	28.211126	96.03775	-90.38293	299200	-0.037802868	42.848087	-0.0006469749	-32.775314	0.90497917	0.00022003253	206.01348495483398
272	126.377106	282.5878	758.26263	0.0	167.5	90.7013	17.472664	95.82571	-17.100798	300300	-0.006433826	38.68391	-7.9902355e-05	-37.167473	0.89216846	-0.00012567193	206.68048095703125
273	100.946754	285.52054	908.5208	0.0	112.0	93.37683	9.682032	95.81425	-60.589813	301400	-0.038375128	6.910777	-0.000797905	-5.6294713	0.8619732	2.9765612e-05	207.3582260608673
274	173.97873	347.95746	869.8936	0.0	200.8	91.570854	14.879449	96.06767	-3.9600673	302500	-0.005540803	29.379572	6.6721346e-05	-29.118721	0.88577044	-1.4772659e-05	208.00689911842346
275	59.154583	204.91748	769.0096	0.0	77.84615	91.22806	16.306932	95.867874	-41.445023	303600	-0.01360782	19.021187	9.212922e-05	-18.507761	0.8890736	-4.295325e-05	208.67358899116516
276	79.57295	276.54312	903.5755	-107.845924	103.1	90.5651	18.056425	95.80637	-47.91149	304700	-0.025183223	45.510647	-0.000545077	-44.530357	0.8725367	-1.676313e-05	209.36379504203796
277	236.21667	409.13928	944.8667	0.0	250.75	95.21427	4.801883	95.86051	-4.169655	305800	-0.033906687	1.0265069	-0.00038748607	-0.5265182	0.89550763	6.6535096e-05	210.03194522857666
278	18.620312	155.32756	817.6205	-175.45523	37.24138	84.17964	33.73154	96.77573	-94.949455	306900	-0.012718952	63.99882	9.9278055e-05	-48.890354	0.8665965	-0.00012450873	210.7169370651245
279	87.31557	279.19525	923.6813	-50.525616	102.9	90.543526	18.032875	95.960106	-42.42847	308000	0.0075119385	40.05359	0.00015265634	-39.65385	0.89097714	3.470581e-05	211.39706802368164
280	104.50388	313.28232	929.4161	-93.384995	128.5	91.527016	19.168783	95.47328	-84.53734	309100	-0.0072692474	12.958151	-0.00021217577	-11.090782	0.85158676	6.1350955e-05	212.6837260723114
281	117.06077	309.71368	936.48615	0.0	125.875	93.685585	10.078954	95.893715	-64.309204	310200	0.006153099	4.936383	-0.00011890475	-4.144781	0.8763196	-3.8877835e-05	213.37071084976196
282	28.800058	200.27145	857.76825	-169.32689	55.842106	87.23611	28.60011	95.88654	-90.27978	311300	0.0072452542	48.130062	-0.00046264008	-33.733932	0.8755098	0.00012440348	214.05658197402954
283	895.5018	0.0	895.5018	895.5018	1000.0	94.126595	6.324048	96.1366	41.27098	312400	-0.02024749	1.5803157	-0.00016713329	-1.4441178	0.8789224	-3.2752563e-05	214.73963403701782
284	142.25626	318.09464	853.53754	0.0	167.5	91.97798	14.737248	95.97188	-13.962415	313500	-0.022837078	23.710218	-0.00012337603	-23.507391	0.86191165	-3.9520888e-05	215.39064478874207
285	151.4269	338.60083	908.56134	0.0	167.5	91.37747	15.099717	95.867584	-4.178583	314600	-0.035362042	18.483524	-0.00016576052	-18.172657	0.85798204	1.9636886e-05	216.04640817642212
286	90.332535	270.9976	903.3253	0.0	100.9	91.06774	17.742838	95.95022	-42.515636	315700	-0.054742135	10.467909	-0.00071559474	-9.31863	0.890997	0.00013243966	216.7574701309204
287	139.34348	377.7462	881.1984	-184.48102	205.8	87.82818	23.60739	95.465	-69.621994	316800	-0.0024270809	87.36558	0.0001262899	-72.15672	0.85801893	8.44568e-05	217.46539092063904
288	51.446686	245.96996	919.00476	-198.75114	74.21429	89.40912	23.972256	96.34432	-93.04741	317900	-0.026575992	58.374992	-0.00029123016	-34.39634	0.873408	9.0343114e-05	218.16975808143616
289	27.761318	144.25204	777.3169	0.0	36.67857	88.59483	22.19953	96.16325	-84.315674	319000	0.010045625	34.567005	-6.917678e-05	-30.669884	0.8492525	9.556816e-05	218.82828617095947
290	39.549793	185.50497	909.6452	0.0	44.434784	91.25776	15.679849	96.04291	-34.61694	320100	-0.0062421844	6.2674727	-0.00029280735	-4.942875	0.9001758	1.3248839e-05	220.1607608795166
291	55.34475	221.379	940.8607	0.0	59.764706	92.11366	12.455867	95.62106	-20.896378	321200	-0.036579296	5.4706874	-0.0001947768	-5.1309357	0.86873055	-8.6560816e-05	220.84499192237854
292	84.14587	307.8388	945.0182	-148.31084	116.888885	90.45631	22.273426	95.94255	-22.566427	322300	0.0047708736	69.93951	-0.0002639033	-66.56146	0.88317883	9.387433e-05	221.5151550769806
293	56.94218	246.07101	936.5749	-125.461464	74.14286	91.50646	20.710516	95.928024	-64.68054	323400	0.0011251371	19.41309	-3.8343132e-05	-18.468765	0.88296074	-9.0197864e-05	222.16443300247192
294	92.28715	244.16884	738.2972	0.0	125.875	87.72841	23.097986	95.95134	-70.604355	324500	-0.016965793	7.977581	-0.00021485239	-7.4992614	0.8946965	-7.6660785e-05	222.85481786727905
295	94.30322	266.7298	848.729	0.0	112.0	89.55652	19.494299	95.87587	-43.53766	325600	-0.022322409	72.44403	2.321601e-05	-71.72407	0.88133806	4.608035e-06	223.51740193367004
296	27.88561	226.72578	918.9605	-271.11322	58.555557	85.909676	33.220695	95.80143	-107.05645	326700	-0.004779784	92.37161	-0.00020441879	-53.722404	0.8526367	-1.9436859e-05	224.2210168838501
297	54.700214	230.02945	805.3992	-148.99658	85.5	86.320694	27.888874	96.18617	-66.19517	327800	-0.030104384	94.33029	-1.918152e-05	-86.273254	0.89027107	-7.749869e-05	224.91974687576294
298	132.42244	324.3674	926.95703	0.0	143.71428	92.81461	9.440252	95.51448	-7.898575	328900	-0.014404666	2.6619053	-5.048234e-05	-2.4120545	0.8315157	3.6987363e-05	225.6160590648651
299	129.50557	317.22253	906.53894	0.0	143.71428	93.40735	9.254794	95.998665	-8.781099	330000	-0.029798979	3.4245782	-4.9803406e-05	-3.2431083	0.87584907	-2.742437e-06	226.278559923172
300	74.910866	268.21838	918.7524	-94.73285	93.63636	88.93882	24.952421	95.66738	-104.05727	331100	-0.030106355	50.855137	-1.3038516e-05	-50.593235	0.890008	1.309132e-05	227.73150205612183
301	73.43739	286.76004	922.3076	-156.94579	103.4	90.053535	23.854528	97.1296	-107.26319	332200	-0.0077524628	6.9763846	-4.401803e-05	-3.4337404	0.8584584	4.8798538e-05	228.43284487724304
302	87.88812	248.58516	790.9931	0.0	112.0	89.67848	21.256927	95.95297	-56.024105	333300	-0.0038833336	39.716263	-0.00019347505	-39.30616	0.8665361	2.3279732e-05	229.1455478668213
303	135.77644	304.99783	817.76764	-3.1089385	167.66667	92.00867	13.304231	95.864136	-18.0589	334400	0.0080812145	9.450842	-2.746936e-05	-8.780645	0.8816544	1.7611628e-05	229.82665419578552
304	952.5197	0.0	952.5197	952.5197	1000.0	94.758156	3.2947507	95.74926	44.410812	335500	-0.08049165	1.3356682	-6.637722e-05	-1.154589	0.8687777	2.0394e-06	230.55028104782104
305	87.97343	277.53732	869.93427	-78.17341	114.77778	90.1905	19.079744	95.88308	-60.89615	336600	-0.012086337	21.94965	-0.000120895915	-21.329973	0.8510583	-9.021883e-05	231.2602458000183
306	124.07734	303.92618	868.5414	0.0	143.71428	92.0199	10.781331	95.91746	-1.5278263	337700	0.020940218	5.41923	2.2461638e-05	-4.9556656	0.86437356	1.7122518e-06	231.92318987846375
307	290.84326	411.31448	872.5298	0.0	334.0	91.62738	11.387827	95.83854	-0.7019553	338800	-0.012052964	4.9279337	-1.7048791e-05	-4.6690702	0.8733544	3.9966784e-05	232.6143069267273
308	888.5435	0.0	888.5435	888.5435	1000.0	90.716034	13.323348	95.64151	10.442388	339900	-0.023019882	12.97155	-0.00030148402	-12.760116	0.8916525	5.5206907e-05	233.29315185546875
309	102.98595	291.28824	926.87354	0.0	112.0	93.62548	8.93898	95.67105	-2.4017203	341000	0.0007005106	3.6993456	-0.0002376932	-3.4693854	0.88187784	-3.009639e-05	234.0281310081482
310	92.75107	295.6299	925.1133	-90.35365	113.888885	90.62048	19.973736	95.70632	-90.93976	342100	-0.01996341	4.7983923	-0.00042871758	-4.6023827	0.8517702	0.0002552084	235.4748330116272
311	289.34314	409.19296	868.0294	0.0	334.0	92.783295	12.016051	95.97599	-2.3692706	343200	-0.03392826	4.6046453	9.1377646e-05	-4.398881	0.8696476	-9.266932e-05	236.18403387069702
312	25.62114	217.03134	823.67883	-214.19408	66.0625	84.886246	31.853796	95.74163	-83.55046	344300	0.0035933084	112.11035	-0.00052270386	-83.199356	0.86881804	0.0001254591	236.90960717201233
313	31.16591	211.14308	869.26434	-245.81966	58.27778	86.25443	31.910122	96.094604	-131.81207	345400	-0.05331052	47.03364	-0.00031415	-30.312038	0.88405424	0.000101050005	237.63507294654846
314	102.14879	288.9204	919.3391	0.0	112.0	93.6056	9.9441	95.936676	-8.365873	346500	-0.0030224277	12.952743	-9.8953024e-08	-12.397151	0.8885374	-1.3184223e-05	238.318500995636
315	75.61951	278.87845	902.0248	-145.8297	102.7	89.500015	23.493246	95.86793	-124.933	347600	0.0036373057	15.542999	-0.00030992413	-15.103476	0.86843973	0.00034554602	239.05323195457458
316	27.332844	198.62738	917.23505	-288.57965	45.260868	88.1667	29.203072	98.70705	-108.36032	348700	-0.0050675366	127.319435	-0.0018785475	-61.377876	0.89741516	0.00025631167	239.82245588302612
317	30.515934	166.0916	892.7629	-38.316696	37.357143	88.85513	21.897644	96.946396	-54.46904	349800	0.00017594056	25.8894	-0.00039856043	-24.686111	0.8375012	6.342075e-05	240.50124192237854
318	145.45436	352.65527	844.859	-117.58724	206.2	87.62469	24.331362	96.177666	-56.591682	350900	0.0035763623	48.79462	-0.0001631577	-45.768375	0.8647017	9.4179646e-05	241.16866183280945
319	166.80717	333.61432	834.0359	0.0	200.8	89.57835	16.77737	96.00226	-16.740057	352000	-0.0034823853	10.868594	1.913961e-05	-10.459928	0.85250807	-0.00010897696	241.86666107177734
320	185.57669	371.15335	927.8835	0.0	200.8	94.71993	6.7718434	96.75813	-33.48123	353100	-0.03842782	1.7197399	0.000113628805	-1.3539901	0.85741496	-1.7037717e-05	243.289617061615
321	36.858105	189.06589	941.9234	-57.32895	43.125	91.0861	19.495062	96.3146	-61.082317	354200	0.0053018164	7.5032954	-0.00036015082	-6.4769354	0.86980414	-0.00015352346	244.0692310333252
322	60.448048	217.94852	846.27264	0.0	72.35714	91.68437	13.546704	96.270546	-4.519428	355300	-0.03532445	4.3345942	-9.72487e-05	-3.925264	0.8802213	5.8267822e-05	244.82234692573547
323	44.999763	196.14943	899.99524	0.0	50.95	90.82477	15.326389	96.03474	-23.081095	356400	-0.032535404	3.9716225	-0.00025808066	-3.4785666	0.88731396	-3.627249e-05	245.6048858165741
324	148.73418	332.57974	892.405	0.0	167.5	92.96132	9.185059	95.79025	-2.3852887	357500	-0.066228084	1.0148308	-1.29416585e-05	-0.8952931	0.8822654	8.432529e-05	246.3243010044098
325	443.05362	443.05362	886.10724	0.0	500.5	89.774574	22.427408	95.642334	-97.30477	358600	-0.00039940432	82.63941	-0.00012783206	-82.277306	0.8740687	-7.519305e-05	247.1325659751892
326	58.93649	228.26004	942.9838	0.0	63.4375	93.680244	11.161553	96.3728	-4.1861467	359700	0.009679511	3.0318604	-0.00054687914	-2.7033944	0.8765063	1.1274707e-05	247.8343060016632
327	28.325975	152.98592	807.33	-42.528694	38.666668	87.60817	23.07752	96.1504	-30.697876	360800	0.0032911412	13.468475	-1.0920456e-05	-12.831929	0.87403035	7.5038997e-06	248.5443150997162
328	35.016502	180.95552	920.46027	-45.047703	41.68	88.96891	21.613388	95.87057	-37.34994	361900	-0.03914504	16.24845	-0.0001717247	-14.728926	0.8942543	1.3800914e-05	249.25208115577698
329	292.99875	414.36276	878.9962	0.0	334.0	92.99606	8.299134	95.9038	-2.4453993	363000	0.026771119	2.6432855	-0.00011397712	-2.4534183	0.83999854	0.00015375156	249.98090195655823
330	175.82957	351.65918	879.1479	0.0	200.8	93.69156	8.088633	96.2663	-1.7811128	364100	-0.015467561	9.582679	3.9338134e-05	-9.434623	0.87765557	6.491691e-05	251.38251304626465
331	149.45264	334.18622	896.7158	0.0	167.5	92.01082	12.3315115	95.88231	-3.252058	365200	-0.020742651	5.033255	-0.00024883822	-4.864562	0.8842979	-7.5214586e-05	252.07520389556885
332	82.15183	259.7869	903.67017	0.0	91.818184	91.61385	12.651225	95.85004	-2.2078562	366300	-0.00014888601	8.476515	-0.00024966127	-8.16494	0.88370264	-9.756042e-05	252.75114583969116
333	27.316256	193.0883	954.63763	-171.07762	42.24	86.93111	29.065475	95.64089	-64.40036	367400	-0.00016725733	52.000237	-0.0004560731	-49.362732	0.8567366	9.5342395e-05	253.4270691871643
334	123.13068	301.60736	861.91473	0.0	143.71428	93.09327	11.613207	96.03975	-28.266682	368500	0.015311146	5.2913857	-0.00023146626	-4.9338307	0.8763134	-0.00023137445	254.07149004936218
335	217.17812	390.7606	893.7634	-25.05098	251.0	91.32793	15.944216	96.15193	-12.653283	369600	0.009014598	44.48296	0.00016116165	-43.866207	0.88038117	4.323179e-05	254.72222304344177
336	913.5408	0.0	913.5408	913.5408	1000.0	94.457375	5.022678	95.93058	36.438698	370700	-0.005493744	1.6523472	-6.0723163e-05	-1.4535515	0.8742638	-4.9049395e-05	255.3687698841095
337	60.97358	231.03445	893.1753	-39.545197	73.42857	91.24385	18.180618	95.918686	-48.45021	371800	-0.01574306	6.0199957	-0.00076400116	-5.7749104	0.85952747	-2.0234233e-05	256.0437648296356
338	922.3818	0.0	922.3818	922.3818	1000.0	91.83142	12.040214	96.05613	-7.2841396	372900	-0.0007800171	26.177877	7.421273e-05	-25.877214	0.87850994	9.5769436e-05	256.72692108154297
339	48.97419	201.92577	881.5354	0.0	56.5	92.59961	13.156875	95.948326	-18.38795	374000	-0.06988078	1.8590951	7.678568e-05	-1.6547306	0.8910475	-4.0182334e-05	257.3637080192566
340	97.98509	277.14368	881.86584	0.0	112.0	93.483154	10.496642	95.942276	-1.7549928	375100	-0.039962493	1.028382	1.4893711e-05	-0.84289455	0.8503941	5.3514974e-05	258.71591114997864
341	76.194145	240.94704	838.13556	0.0	91.818184	91.25677	13.959475	96.14062	-2.9737277	376200	-0.014992515	10.96533	-9.0772286e-05	-10.788053	0.85176814	1.2858429e-05	259.38231897354126
342	69.219574	239.78365	899.8545	0.0	77.84615	91.01241	14.763273	96.09148	-49.23713	377300	-0.037787054	39.61897	-0.00067187846	-39.102444	0.8937887	9.610287e-05	260.0525960922241
343	80.984436	229.05856	728.8599	0.0	112.0	88.77018	22.123693	95.98223	-61.45574	378400	-0.035079017	31.403334	-0.00087703764	-30.22475	0.8663101	-0.00012690517	260.71466302871704
344	317.45517	448.94937	952.3655	0.0	334.0	94.14616	8.319087	96.67991	3.103009	379500	-0.00029924687	5.343341	-0.0002111473	-4.9647202	0.8556954	3.7697257e-05	261.39784479141235
345	66.5638	248.38823	925.23926	-59.909897	79.23077	90.311874	19.331173	95.90703	-37.70732	380600	0.016303385	10.158579	-0.00025356188	-9.661049	0.8708146	0.00021338121	262.0745508670807
346	213.38434	369.5925	853.53735	0.0	250.75	91.5225	12.851013	95.68983	-40.221786	381700	-0.037481934	4.6566863	-0.0003066957	-3.6260426	0.8676681	0.00014291302	262.71603178977966
347	66.13865	238.46628	925.9411	0.0	72.35714	92.06831	13.283053	96.3192	-13.612756	382800	-0.0017049707	11.5097685	0.00013414666	-11.176189	0.9128377	0.00029740008	263.4179050922394
348	450.5356	450.5356	901.0712	0.0	500.5	91.64902	12.347482	96.21737	-2.3991637	383900	0.033469383	3.8639991	3.9901584e-05	-3.6333	0.8705473	-8.507991e-05	264.1904191970825
349	152.2131	341.4465	915.70807	-2.429452	167.66667	91.14208	16.115967	96.04485	-54.336567	385000	-0.009576587	10.208473	-0.00030206703	-9.721963	0.87229234	0.00015261165	264.91057085990906
350	455.84512	455.84512	911.69025	0.0	500.5	93.34827	7.1401253	95.915565	6.8781357	386100	-0.039924018	2.0809991	0.000140924	-1.9215411	0.91238296	8.35928e-06	266.29539799690247
351	50.767097	233.5081	946.39557	-134.12198	64.75	91.1573	21.675455	95.60149	-69.56703	387200	-0.011356073	24.436836	-4.749e-05	-23.277925	0.853565	-5.7025092e-05	266.94369101524353
352	40.961277	187.70813	901.1481	0.0	46.409092	92.34612	14.709085	95.9633	-32.708824	388300	-0.013341008	8.261641	-7.628463e-06	-8.016095	0.8430412	3.3032622e-05	267.60780096054077
353	80.051155	240.15347	800.51154	0.0	100.9	91.018265	16.865938	95.91796	-27.13139	389400	-0.013102866	31.85422	-0.00015994627	-31.256212	0.8254399	-2.2923512e-05	268.26639890670776
354	77.75365	279.36044	907.70825	-130.17175	102.6	87.693634	27.818977	96.043304	-119.24566	390500	0.017335467	10.168737	-6.48424e-05	-9.821393	0.89402777	-4.1228857e-05	268.92751717567444
355	79.00319	262.02393	948.03827	0.0	84.25	91.55428	14.876526	95.655624	-32.321625	391600	-0.00972181	3.7548113	-0.00030365586	-3.4465098	0.8983389	-1.8629215e-05	269.5786578655243
356	18.645178	164.14842	866.7419	-151.09494	37.448277	83.14043	33.261166	95.40079	-117.93227	392700	-0.01556993	37.751446	-0.0005072532	-34.81074	0.80221224	8.837521e-05	270.2570888996124
357	112.61877	297.96124	900.95013	0.0	125.875	91.18882	16.318897	96.33167	-19.570608	393800	0.017628308	46.902916	-0.00011221133	-46.727978	0.87182474	-2.554926e-06	270.94378304481506
358	57.5774	232.17766	855.7872	-107.28093	79.53846	89.26658	23.252686	95.872604	-89.74533	394900	0.032947224	10.885707	-8.3547086e-05	-10.498593	0.86504304	-9.2274495e-06	271.76255083084106
359	210.94919	368.37656	848.9856	-5.1888127	251.0	90.34209	18.586098	95.79087	-28.894627	396000	-0.01882333	56.570168	-0.00011842139	-55.821827	0.8790957	0.0001047705	272.54846811294556
360	237.65831	411.63626	950.63324	0.0	250.75	94.45206	6.4129586	95.68386	-0.79038095	397100	-0.05451632	0.82711947	-0.00021938235	-0.6883496	0.8907959	1.0965331e-05	274.0539810657501
361	70.31414	233.20561	843.7697	0.0	84.25	91.73904	13.313379	95.58364	-4.1482105	398200	-0.06421277	4.429287	-0.0009921715	-4.1067553	0.868049	-1.6001057e-05	274.7281069755554
362	22.07585	135.81273	706.3984	-110.35049	38.77778	85.657684	28.330181	96.05287	-73.82655	399300	0.021807216	38.309635	1.7192215e-05	-37.112236	0.88251907	-8.1480284e-05	275.3983669281006
363	189.25835	378.51672	946.29175	0.0	200.8	93.62604	7.8002706	96.00366	-8.926469	400400	-0.033714082	0.75528306	-0.0001404509	-0.5542956	0.86121637	3.450822e-05	276.09823203086853
364	69.01508	228.89714	828.181	0.0	84.25	90.890366	18.259983	95.8067	-29.627466	401500	0.011482296	27.176926	2.8769486e-05	-26.960999	0.8382079	-5.003222e-05	276.8060050010681
365	297.32373	420.47925	891.9712	0.0	334.0	94.5132	6.2002087	96.122635	-0.58685565	402600	-0.034056526	0.694183	-0.00016610324	-0.5225344	0.8875345	-2.3230152e-05	277.4577031135559
366	105.45229	279.00055	843.61835	0.0	125.875	90.30075	16.521103	95.63285	-23.063084	403700	-0.0018600665	3.3320956	-0.0012194118	-3.1658764	0.89013404	3.7890917e-05	278.1538269519806
367	448.33914	448.33914	896.6783	0.0	500.5	92.22537	10.080832	95.7272	0.93317604	404800	-0.013621656	13.182932	0.00015043467	-12.907587	0.84858745	-0.00015379096	278.82824206352234
368	194.52313	336.92395	778.0925	0.0	250.75	90.15772	18.375425	95.88834	-48.972122	405900	-0.039154533	10.434313	-0.00010537356	-10.216413	0.89605457	6.079078e-05	279.5140640735626
369	154.07027	344.51157	924.4216	0.0	167.5	92.69858	10.99561	95.5661	-28.834137	407000	-0.059496112	1.6117762	-0.00051862	-1.3343583	0.8992958	0.00024667292	280.17024302482605
370	82.582016	247.74605	825.8201	0.0	100.9	89.01547	19.26882	95.63594	-49.46015	408100	-0.01501992	11.963334	-0.00013021473	-11.495396	0.8474333	0.00023178727	281.61765217781067
371	134.36331	300.4455	806.1799	0.0	167.5	91.653824	14.970126	95.97543	-14.775737	409200	-0.009154032	5.4133205	-0.0002572341	-5.2320576	0.8644239	0.00020436349	282.33393716812134
372	76.56093	261.80795	902.6604	-60.490154	93.181816	89.38186	20.83284	95.84984	-59.714096	410300	-0.044975244	1.745192	-0.0003335476	-1.3828611	0.8614638	-0.00014618627	283.03638219833374
373	451.16113	451.16113	902.32227	0.0	500.5	94.21097	6.436665	95.86993	11.215662	411400	-0.03217156	1.1944617	-6.2659383e-06	-0.9596072	0.8353078	1.902499e-05	283.70740699768066
374	133.46053	326.91016	934.22363	0.0	143.71428	91.95153	15.914557	95.927986	-52.589485	412500	0.007752315	21.792664	-4.4203363e-05	-21.244116	0.8499954	-0.00012815841	284.35857796669006
375	38.5738	212.07861	803.884	-225.27698	68.933334	87.11714	27.088932	96.16327	-99.00058	413600	0.022277575	73.77655	-0.00043439865	-64.075005	0.8566281	0.0003506334	285.0086200237274
376	300.11414	424.42548	900.3424	0.0	334.0	90.323616	15.04381	96.10308	-18.511963	414700	-0.036470305	29.212997	-0.000106390566	-28.976757	0.84991574	-7.287359e-05	285.6459481716156
377	78.9072	311.40598	936.7323	-226.56746	113.666664	87.42499	30.776947	95.80365	-147.53316	415800	0.0015798231	47.17957	-0.00043969764	-38.732124	0.8955283	5.5736058e-05	286.32642817497253
378	143.5976	321.09396	861.5856	0.0	167.5	92.340485	10.538075	95.6383	-3.0203755	416900	0.005876914	4.26274	-0.00015077088	-4.1069746	0.83299136	0.000235772	286.98267793655396
379	90.719604	240.02151	725.75684	0.0	125.875	90.35788	17.128717	95.883575	-32.271183	418000	-0.020678852	38.48737	6.968714e-05	-38.03933	0.85604584	7.427218e-05	287.7178530693054
380	101.32221	286.5825	911.8999	0.0	112.0	93.71386	11.48293	95.885864	-102.04118	419100	0.048757065	12.575527	-0.00016507506	-12.134138	0.87743807	-4.2945067e-05	289.2786867618561
381	419.70068	419.70068	839.40137	0.0	500.5	90.054115	15.738375	95.731064	-15.402514	420200	-0.05204656	15.381339	-0.00025635585	-15.000379	0.86682457	-1.9204075e-05	289.98066902160645
382	77.441284	256.84366	929.2954	0.0	84.25	93.97387	10.94625	95.8841	-56.917213	421300	0.012678166	5.9718766	-0.0013748575	-5.6636147	0.8600002	-4.287248e-05	290.6962380409241
383	116.53461	316.32956	817.2696	-118.06192	171.5	89.21125	19.352272	95.80121	-40.55648	422400	0.008402402	59.734367	8.470658e-05	-59.112003	0.8696842	4.7900758e-05	291.45017409324646
384	274.4576	388.14163	823.3728	0.0	334.0	88.90497	19.940577	95.92208	-49.416958	423500	-0.03473038	27.909643	-5.526468e-05	-27.697348	0.8532945	0.00013203184	292.12839698791504
385	142.16098	368.58014	869.05774	-158.2528	205.8	90.02791	19.368673	95.76213	-76.2649	424600	0.0028826867	49.528008	-0.00022175512	-45.247566	0.8850375	-6.294413e-06	293.00375604629517
386	47.717472	207.99564	954.3494	0.0	50.95	90.97267	18.84016	95.990234	-103.19439	425700	-0.02299343	25.018404	-0.00017729402	-24.128283	0.82785004	-7.538305e-05	293.78412795066833
387	35.906628	199.45912	864.40784	-182.18196	54.526318	90.59348	23.242264	99.48509	-102.59116	426800	-0.015330757	19.759586	-8.305535e-06	-18.555141	0.8615292	9.942017e-05	294.5282850265503
