Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
24	77.48865	300.30344	906.5958	-209.19797	113.55556	86.19557	7.158737	87.7756	-75.277466	27500	0.029805874	573.15967	-5.641952e-05	-14.474915	0.895605	2.6341568e-05	20.641902923583984
25	164.01929	284.08972	656.07715	0.0	250.75	87.32516	4.872918	88.44347	-35.76429	28600	0.016823478	679.47577	-0.00056132674	-82.08093	0.911371	0.00012377539	21.37947678565979
26	231.5576	401.06952	926.2304	0.0	250.75	87.49747	5.756448	88.70568	-76.93582	29700	-0.004114405	54.109528	-0.00017925352	-15.643169	0.93691516	1.3098311e-05	22.18025302886963
27	897.60297	0.0	897.60297	897.60297	1000.0	89.20178	4.2081966	89.882164	50.907074	30800	0.030200878	41.530067	-4.7683716e-05	-12.820402	0.8875693	-6.376058e-05	22.90919303894043
28	106.880135	282.77826	855.0411	0.0	125.875	89.27955	11.281529	90.96896	-88.5962	31900	0.028188819	261.46567	-0.00020295568	-39.220093	0.90245634	9.364031e-05	23.641103982925415
29	70.517105	324.7299	906.5662	-222.98499	131.25	89.75105	3.679969	90.86744	57.62195	33000	-0.053875323	1124.1094	-0.0005223863	-143.1369	0.9713798	4.9894723e-05	24.344729900360107
30	88.49226	265.47678	884.9226	0.0	100.9	89.22516	4.0708137	90.189415	-37.123814	34100	0.016288264	105.916756	-0.00019105338	-18.371788	0.9281734	4.5171975e-05	25.303568124771118
31	187.05518	374.11035	935.2759	0.0	200.8	90.17628	6.688502	90.70677	-80.59544	35200	-0.062048063	40.523827	-0.0005498454	-14.486376	0.92537373	6.3332154e-05	25.99739408493042
32	158.3895	316.779	791.9475	0.0	200.8	90.55011	3.380182	91.72745	71.64758	36300	0.008774073	361.66888	-0.00012849085	-184.01317	0.86393034	7.502778e-05	26.66395902633667
33	48.183857	230.24078	930.7478	-135.84789	65.5625	87.728096	11.340051	92.17689	20.85159	37400	-0.0075300816	362.90485	-0.00044861948	-232.91502	0.92004806	-8.730888e-06	27.365731954574585
34	161.27605	394.711	943.5184	-137.13814	204.6	86.57559	21.072906	92.6919	-62.27236	38500	-0.0034496116	198.50114	-0.00018826546	-120.06911	0.91119033	1.6040152e-05	28.064809799194336
35	192.11841	332.75885	768.47363	0.0	250.75	89.562965	15.275049	93.76466	-25.38702	39600	0.011688198	109.38934	-0.00020187628	-58.876465	0.9252988	7.2797644e-05	28.765958070755005
36	81.125725	256.54208	892.383	0.0	91.818184	90.695564	12.92023	93.81036	-9.93314	40700	0.01971938	123.26582	-0.0004018061	-80.61329	0.9230676	-1.4572794e-06	29.458338975906372
37	43.851433	226.01991	911.12415	-102.1145	65.75	89.571815	15.029194	93.881676	-14.964703	41800	0.030522311	330.80942	-0.000104855746	-188.00156	0.9467069	7.16107e-05	30.155253887176514
38	451.61285	451.61285	903.2257	0.0	500.5	89.94166	11.14984	93.15704	0.7624881	42900	-0.011794697	46.467888	-0.00012009125	-42.76115	0.92031157	-2.1515352e-05	30.868485927581787
39	77.72135	279.67154	857.93	-148.91756	114.0	86.99415	18.837515	94.384544	4.851242	44000	0.001696394	273.7382	-0.0002931049	-118.460236	0.94250923	2.5394559e-06	31.59331703186035
40	50.607918	244.6959	886.2585	-123.03958	80.92308	88.49094	18.666191	94.64437	-11.828394	45100	0.012701193	248.41469	7.955264e-05	-174.37961	0.93000656	-1.1895245e-05	32.587193965911865
41	83.09412	249.28233	830.94116	0.0	100.9	87.979225	19.626104	94.474335	-25.077034	46200	0.002619158	125.975784	-0.00031856797	-101.11141	0.9113581	1.025143e-05	33.319677114486694
42	34.058197	222.13539	868.93463	-178.26538	65.6875	87.799385	19.615541	94.931946	-22.552135	47300	0.006914348	327.17972	-0.0007673963	-71.11511	0.91521263	0.00026315975	34.07614302635193
43	96.85984	277.31268	881.17444	-9.435854	112.111115	90.44691	11.672052	94.657616	-15.57762	48400	-0.00016953786	30.697695	-8.758616e-05	-14.001778	0.89805084	-6.868861e-05	34.81712508201599
44	130.29683	350.72342	907.763	-125.981995	171.5	89.44851	15.581087	95.395775	21.933048	49500	-0.022200773	203.94829	0.00011553615	-59.55504	0.8948353	-1.7090548e-06	35.54918909072876
45	50.488716	229.91342	933.184	-125.36454	64.4375	90.09448	16.344294	95.2213	-17.87696	50600	-0.014924496	151.84906	-0.00068220496	-40.022568	0.95614225	0.00029086007	36.28255820274353
46	40.168327	184.0744	883.7032	0.0	46.409092	88.41896	16.477095	95.39361	-16.792807	51700	-0.0049227253	37.3778	-1.5501399e-05	-20.570227	0.89692634	-8.216956e-05	37.01584815979004
47	145.43007	379.91583	894.1673	-167.01697	205.0	89.34384	18.502817	95.13424	-17.50515	52800	-0.0028483898	172.43414	0.00015327637	-65.10093	0.9029213	-1.1355931e-05	37.72720503807068
48	69.54567	240.9133	904.09375	0.0	77.84615	92.74437	10.459922	95.47835	-24.579971	53900	-0.023407202	9.471395	-0.00038117915	-4.407916	0.9164148	-1.4171411e-05	38.47137403488159
49	108.40136	265.52798	758.8095	0.0	143.71428	91.000694	15.195812	95.633484	-24.54887	55000	0.004658443	21.234716	-4.89424e-05	-10.035132	0.92136884	9.539669e-06	39.189486026763916
50	40.81176	187.02298	897.8587	0.0	46.409092	91.825485	12.972619	95.245285	-25.602385	56100	-0.0726507	22.442636	-0.00044044852	-13.129851	0.974111	-3.5115914e-05	40.20757794380188
51	157.53912	352.2682	945.23474	0.0	167.5	93.83892	6.8901377	95.50685	-22.36317	57200	0.004533683	6.210537	-5.575549e-05	-3.9403365	0.89997745	1.7922034e-07	40.905247926712036
52	226.195	391.78125	904.78	0.0	250.75	92.4731	10.398932	95.5389	14.262511	58300	-0.027772155	23.412365	-0.00044949353	-21.064354	0.91678953	-9.589014e-05	41.60380697250366
53	313.05972	442.73334	939.1792	0.0	334.0	94.357956	3.8128498	95.55477	-3.546185	59400	-0.033078007	1.9530666	8.774549e-05	-0.69278526	0.9240234	0.00015955963	42.26814818382263
54	155.13423	346.8907	930.80536	0.0	167.5	93.51996	6.6017175	95.40229	-10.095092	60500	-0.028421175	4.686178	5.734712e-05	-2.538554	0.9268749	2.6112903e-05	42.95838189125061
55	33.612938	190.25034	869.9939	-164.12218	49.52381	90.690956	17.267277	95.76676	-20.280743	61600	0.021886745	171.72531	-2.5594607e-05	-92.98389	0.92628706	-2.7437887e-05	43.609278202056885
56	47.624237	222.44229	930.15875	-120.54671	60.764706	89.68007	22.668644	95.87291	-47.389496	62700	0.01310706	61.93733	-3.8591214e-05	-20.839664	0.9181397	-0.00010538573	44.296074867248535
57	389.6772	389.6772	779.3544	0.0	500.5	90.03874	15.887295	95.59215	-13.286674	63800	-0.009279677	13.923296	-0.00010351185	-12.590557	0.92705286	3.2076512e-06	44.984333992004395
58	114.61773	256.29303	687.70636	0.0	167.5	91.57036	9.776001	95.52738	-17.523874	64900	-0.015790341	371.8923	-0.0004910454	-302.3523	0.92087317	0.00013118281	45.6689510345459
59	21.81631	166.47931	847.1669	-200.33403	39.37037	83.90857	26.696396	95.20575	-16.857737	66000	0.0045059067	330.61545	-0.00140877	-127.62613	0.91067946	0.00065177126	46.363409996032715
60	52.210163	215.26802	939.78296	0.0	56.5	90.58446	14.601854	96.09778	-9.096473	67100	-0.018120188	63.691135	-0.00029126368	-39.16714	0.8790334	1.6196966e-05	47.34372282028198
61	196.13588	339.71732	784.5435	0.0	250.75	89.13372	15.051094	95.567764	-5.6937947	68200	-0.019698275	41.423843	-0.00015465915	-29.822334	0.92884237	8.74392e-06	48.046366930007935
62	157.6652	352.5501	945.9912	0.0	167.5	93.666214	9.542371	95.71017	-4.188947	69300	0.020404931	52.0933	6.4274296e-05	-35.66078	0.9319695	0.000171172	48.75189208984375
63	53.0102	230.83951	944.2229	-74.30501	64.875	91.57915	13.862361	95.30018	-3.9247172	70400	-0.03956599	125.77972	-0.000118374825	-96.537415	0.9043113	0.00015678932	49.484535932540894
64	39.59695	181.45604	871.13293	0.0	46.409092	87.18352	22.173992	95.12514	-13.604059	71500	-0.03663728	76.54289	-0.00016603991	-69.27247	0.8795448	-4.0053237e-05	50.24065709114075
65	45.193535	202.11163	949.0643	0.0	48.57143	90.87277	16.286911	95.50237	-6.3301845	72600	0.03922501	11.56479	-3.8407743e-06	-10.185532	0.9105849	-2.4307317e-06	50.97389602661133
66	367.99075	367.99075	735.9815	0.0	500.5	89.00507	15.671373	95.48684	-2.9907334	73700	0.0062557333	59.463615	-0.0002064472	-24.042786	0.8999563	5.6294717e-05	51.697996854782104
67	31.516026	183.04909	877.5984	-152.7298	45.130436	90.18517	17.34269	95.55633	-6.434987	74800	0.016182471	141.58286	-0.00051358715	-60.706306	0.95534337	7.113486e-05	52.39980983734131
68	147.02345	328.7544	882.1407	0.0	167.5	90.80042	11.787961	95.14835	-2.1889863	75900	-0.025909577	3.8338227	-0.0005889237	-3.1167412	0.8806693	6.489366e-05	53.0565140247345
69	170.0081	369.0399	906.77826	-56.7377	203.8	93.07154	10.397133	95.848274	-0.34325516	77000	-0.022525651	51.04634	0.0001148358	-20.317091	0.91512465	3.540944e-05	53.735339879989624
70	77.97964	258.6292	935.7557	0.0	84.25	93.85224	9.032016	95.31606	-2.7109735	78100	-0.055222936	2.3163853	-0.0012325123	-1.3384016	0.8877086	8.802078e-05	54.75571918487549
71	78.61222	260.7272	943.3466	0.0	84.25	90.55599	16.390312	95.42712	-1.1489923	79200	0.013268534	36.60668	9.062793e-05	-20.50803	0.9194279	-9.3117276e-05	55.47422409057617
72	463.4008	463.4008	926.8016	0.0	500.5	91.450325	12.421969	95.30877	-1.9588506	80300	0.0021101001	40.89468	-0.00020806736	-38.889984	0.8838344	-7.588855e-05	56.203436851501465
73	906.6715	0.0	906.6715	906.6715	1000.0	93.36901	7.868617	95.825455	15.86436	81400	-0.043200616	3.9730272	-0.00019294024	-2.5039632	0.9160787	2.3986264e-05	56.91362023353577
74	180.62639	361.25278	903.13196	0.0	200.8	92.15956	9.352984	95.50667	-0.5955339	82500	-0.012408282	5.0295014	-8.5821375e-06	-3.9215598	0.8912395	0.00010878173	57.635473012924194
75	150.02641	335.46927	900.1585	0.0	167.5	92.44307	9.934226	95.289	6.842898	83600	0.007244086	55.037346	-0.0008249702	-41.108116	0.94789773	0.00020688323	58.32911801338196
76	183.96434	367.92868	919.8217	0.0	200.8	92.649956	9.405416	95.5604	0.39252657	84700	-0.010587974	9.30648	-0.00031296816	-8.317067	0.9032199	-8.585329e-05	59.0153329372406
77	176.89229	353.78458	884.4614	0.0	200.8	93.78616	8.053633	95.604836	-0.6106196	85800	-0.041835807	1.677845	6.9666654e-05	-1.1860949	0.9184299	2.2204707e-05	59.67432689666748
78	115.46142	320.4604	896.8449	-88.61501	146.14285	91.02433	13.378076	95.42941	0.3887428	86900	0.02381808	70.40258	2.0170584e-05	-29.646053	0.9257158	-5.5455865e-05	60.31921601295471
79	105.52868	355.5832	875.6034	-242.43135	170.0	90.24226	16.043726	95.405685	-1.9446187	88000	0.009555146	249.70131	-0.0005854955	-78.80878	0.91990083	-0.00018188523	61.00268507003784
80	94.53523	283.6057	945.35236	0.0	100.9	92.4468	12.210344	95.49263	-3.3707294	89100	-0.006483265	9.80927	-0.00022000447	-4.4877777	0.9038073	-9.985837e-05	62.05260109901428
81	420.4475	420.4475	840.895	0.0	500.5	93.07291	9.680736	95.95238	4.8578873	90200	0.005765126	14.90024	-0.00066673895	-13.516046	0.9171241	-3.2432945e-05	62.74295902252197
82	14.437444	169.10805	790.074	-258.4589	42.32	87.714485	20.335897	95.53659	-13.021955	91300	0.0052643474	604.04663	1.9897707e-05	-264.80054	0.9019517	-7.032795e-05	63.43979001045227
83	430.5039	430.5039	861.0078	0.0	500.5	91.65463	11.347548	95.40598	13.018418	92400	-0.025878396	25.514349	-5.556643e-05	-24.451109	0.90749323	0.00020881041	64.13660097122192
84	93.09423	279.2827	930.9423	0.0	100.9	94.31585	8.035606	95.87561	-0.97170395	93500	0.0065579666	7.1200547	1.4471356e-05	-1.4624953	0.9279824	0.00021746481	64.84266304969788
85	97.14731	274.77408	874.3258	0.0	112.0	90.382675	14.442525	95.537285	-0.85808825	94600	-0.010306988	14.663818	-0.00023714546	-10.870863	0.9071832	4.583792e-05	65.5282039642334
86	169.33374	338.66748	846.6687	0.0	200.8	91.36834	13.032373	95.58277	-0.89120674	95700	-0.012968891	9.936123	-0.00013963878	-8.116733	0.91839045	0.00019835385	66.20741891860962
87	44.059727	181.66289	793.0751	0.0	56.5	90.74711	15.517246	95.66703	-0.7347439	96800	0.021030104	18.554214	-3.2570213e-05	-7.1400623	0.8888474	2.6364434e-05	66.8743999004364
88	291.77744	412.63556	875.3323	0.0	334.0	91.25738	14.417499	95.60671	-10.0885315	97900	0.0029234674	26.729544	-3.488548e-05	-4.3754177	0.94053566	8.287671e-05	67.55920815467834
89	59.733593	239.66238	845.8287	-129.0256	85.75	88.74836	18.400745	95.41491	-7.4925456	99000	0.006283998	118.06402	-0.000103519764	-50.780205	0.90660936	0.000114237206	68.21318221092224
90	123.742065	310.56607	884.3163	-18.121847	143.85715	92.35002	9.635621	95.69206	0.16585606	100100	-0.024946302	2.5660923	6.710924e-05	-1.4923793	0.9440465	-1.3431013e-05	69.28540682792664
91	141.18913	315.70847	847.13477	0.0	167.5	91.53196	14.277399	95.39464	-0.26737648	101200	-0.008372333	38.754837	-8.2898885e-05	-37.331024	0.87538576	-5.0314204e-05	69.9918360710144
92	148.178	331.3361	889.06793	0.0	167.5	93.06983	9.505994	96.13576	0.2782243	102300	-0.045653317	5.269152	-8.91909e-05	-4.558764	0.89125687	-1.8393235e-05	70.71385216712952
93	163.28786	326.5757	816.4393	0.0	200.8	92.47128	11.400903	95.77572	-0.1746409	103400	-0.025316756	3.1870964	-5.9729442e-05	-1.1071212	0.9068846	-8.646927e-06	71.41754007339478
94	71.72966	235.05869	732.174	-86.607056	114.22222	87.96042	17.991072	95.503815	0.41876966	104500	-0.00554792	180.79741	-8.752383e-05	-130.736	0.8742182	3.154798e-05	72.11829495429993
95	116.81506	286.1373	817.70544	0.0	143.71428	90.904686	15.834027	96.205574	-7.0648437	105600	-0.016169636	12.235978	-0.00014973618	-10.1936	0.89007264	-3.040395e-05	72.83307409286499
96	46.613567	205.90215	944.05066	-11.779273	51.0	93.358284	12.41392	95.87519	-2.7968693	106700	-0.0053545157	8.970941	-0.00035408232	-7.023847	0.87665576	6.199311e-05	73.54127979278564
97	91.66428	274.99283	916.6428	0.0	100.9	92.649796	11.45592	96.37083	-1.4952717	107800	-0.013668479	5.8293166	-6.9201924e-05	-5.021467	0.9031487	6.3633106e-06	74.23324680328369
98	82.64433	261.3443	909.08765	0.0	91.818184	93.29697	9.885837	95.90895	-1.4655569	108900	-0.068982266	2.9451444	-5.5372715e-05	-2.3219156	0.92423695	4.237638e-05	74.91725707054138
99	113.84	301.19232	910.72	0.0	125.875	93.30648	9.57808	95.78799	-1.4215007	110000	-0.04079536	12.487316	-0.00015277416	-11.974266	0.91038483	4.672072e-05	75.59865522384644
100	72.96267	241.9898	875.552	0.0	84.25	92.63416	11.201629	95.64494	-1.7557163	111100	-0.038036894	8.012311	4.451722e-06	-7.7277107	0.891512	-2.2879594e-05	76.62925100326538
101	186.98672	373.97348	934.93365	0.0	200.8	94.69732	5.796969	95.650375	-2.3019574	112200	-0.028950613	0.7387587	-8.3843246e-05	-0.26052332	0.9091389	-3.7934562e-06	77.33184504508972
102	18.63737	208.59612	886.993	-210.40146	53.45	88.132645	23.349882	95.51513	-12.423489	113300	0.002809201	373.66736	-0.0003040689	-49.616455	0.9142468	3.2557575e-05	78.00828790664673
103	39.643524	163.45444	713.58344	0.0	56.5	85.853096	21.54842	94.8411	-30.880365	114400	-0.0077539696	39.93477	-0.00048735877	-22.2231	0.9208326	-7.70257e-05	78.70802402496338
104	180.77596	361.5519	903.87976	0.0	200.8	90.43913	16.925505	96.39117	-18.475328	115500	0.010154769	58.00537	7.303152e-05	-57.225777	0.8890519	0.0001725075	79.44849920272827
105	76.92769	269.8029	880.2296	-110.95272	102.7	89.57026	17.43743	96.194916	-27.617727	116600	0.021678695	43.883087	1.6760081e-05	-22.982586	0.88262016	9.511747e-05	80.1886818408966
106	48.983536	201.9643	881.7037	0.0	56.5	87.23398	21.874926	95.99402	-39.60571	117700	0.013739889	19.52787	-0.0007825978	-11.75324	0.8860349	-8.4056715e-05	80.91112995147705
107	30.62985	162.07794	888.2657	0.0	35.448277	91.00787	16.52099	96.402985	-22.87899	118800	-0.009307328	17.850054	-0.00016137213	-14.299123	0.92467415	-4.1263265e-05	81.55781292915344
108	64.76075	233.4982	906.6505	0.0	72.35714	91.075096	13.840588	96.12443	-2.2586174	119900	-0.046308655	6.299276	4.614517e-05	-5.9611278	0.9192849	-2.3011673e-05	82.30863308906555
109	308.6033	436.43094	925.8099	0.0	334.0	94.26419	5.0000696	95.59787	-1.9815345	121000	-0.056830443	2.2281356	-0.00014865771	-2.001679	0.9361396	0.0001109434	82.98962187767029
110	906.5252	0.0	906.5252	906.5252	1000.0	93.991974	5.5286508	95.69528	37.735287	122100	-0.028466217	4.0397887	-0.00037853606	-3.8135061	0.8547356	-5.676221e-05	84.16441202163696
111	42.718506	170.87402	726.2146	0.0	59.764706	90.35767	15.356537	96.107765	-3.2890115	123200	0.00911346	166.45901	-0.00034093764	-139.10754	0.86505365	-2.0937703e-05	84.84646010398865
112	129.60405	317.46378	907.2284	0.0	143.71428	90.53084	18.28796	97.10135	-17.01246	124300	-0.014373878	11.4140005	-8.606911e-05	-8.545813	0.9219765	0.00017377095	85.52677488327026
113	28.952349	230.61101	712.05206	-266.59882	95.36364	84.9732	25.580652	95.8751	-13.784736	125400	-0.021130584	408.5492	-0.0006212853	-115.53601	0.88562554	7.064557e-05	86.21364903450012
114	168.25455	336.50906	841.2727	0.0	200.8	91.528984	15.609486	96.093376	-20.066418	126500	0.035106838	58.716316	-0.00088293105	-56.8946	0.9345753	-7.827555e-05	86.87985491752625
115	44.894405	200.77388	942.78253	0.0	48.57143	92.343254	13.703136	96.00531	-19.072552	127600	0.0018936733	10.68283	0.00010703667	-9.45048	0.8948633	1.7122355e-05	87.5567798614502
116	11.631899	166.49277	817.5391	-228.92906	40.703705	86.338135	25.026672	96.51709	-26.70287	128700	0.01128464	442.1088	6.188825e-05	-241.2056	0.8952966	2.6084103e-05	88.22060894966125
117	145.7282	325.85812	874.36914	0.0	167.5	90.42705	16.460835	97.34096	-32.62154	129800	-0.03132415	76.29233	-0.00017859042	-74.536095	0.9342959	-2.6234335e-05	88.89346694946289
118	29.951588	161.29424	898.5476	0.0	34.3	90.19179	15.790234	95.95454	-18.288275	130900	-0.0034841294	24.392681	6.430247e-05	-19.890127	0.8897711	-4.5601346e-06	89.55984997749329
119	49.46491	242.74503	939.01697	-197.0433	68.6	90.507034	19.616447	96.20185	-22.98858	132000	0.0043011354	152.51736	-0.00016216887	-69.34338	0.93348366	0.00011806518	90.22772598266602
120	72.54605	229.41074	798.00653	0.0	91.818184	90.91264	13.529115	96.16437	-4.4951386	133100	0.014347256	52.135586	-4.231464e-05	-50.506626	0.91138035	6.6562943e-06	91.40148997306824
121	294.8076	416.9209	884.4228	0.0	334.0	89.29569	17.088657	95.50136	-3.2084649	134200	0.0027565027	19.461264	-0.0004468467	-17.55065	0.89681554	-1.5909969e-05	92.11939191818237
122	25.426126	175.58823	904.5668	-171.80727	39.25926	88.65169	21.324474	95.970566	-19.812166	135300	0.021141075	164.87698	-0.0004265122	-97.43475	0.89211273	-0.0001176198	92.83998894691467
123	442.89984	442.89984	885.7997	0.0	500.5	92.091606	12.7399235	96.037476	-3.3190653	136400	-0.019910324	17.52342	0.000119382516	-16.945034	0.917304	8.518769e-05	93.51841187477112
124	79.10532	262.36267	949.2639	0.0	84.25	92.77243	12.166188	95.6847	-13.018555	137500	-0.0062386007	12.758632	-3.461819e-05	-8.159853	0.8850792	3.470968e-06	94.20266795158386
125	55.38648	207.23724	830.7972	0.0	67.6	91.16297	14.381945	95.619934	-7.4213643	138600	-0.039764237	16.621103	-0.00027785823	-13.300829	0.8781517	-0.00012122742	94.89766693115234
126	214.27733	421.03882	941.11475	-84.005424	256.0	90.18177	17.682411	95.80112	-23.877024	139700	-0.016686091	31.530365	-0.00023955666	-27.691711	0.9266531	4.520465e-05	95.55174589157104
127	29.581562	177.36043	886.89417	-147.35509	41.76	87.97201	22.895247	95.95664	-35.25835	140800	-0.002730368	189.7225	1.6326783e-05	-137.386	0.931059	-8.488569e-05	96.22362112998962
128	115.32074	305.11	922.5659	0.0	125.875	93.3062	8.68425	98.0827	-2.0899005	141900	-0.008633946	2.9654393	-0.0001313379	-2.028374	0.90077645	-3.7089885e-05	96.90936422348022
129	62.033653	214.8909	806.4375	0.0	77.84615	91.217384	15.45186	95.75693	-27.208183	143000	0.024402203	20.869719	2.2727996e-05	-15.362612	0.88783973	5.606998e-05	97.59349703788757
130	310.399	438.97046	931.19696	0.0	334.0	91.68591	16.18866	96.7834	-18.146572	144100	-0.030205855	28.559505	-0.00012029521	-27.480764	0.9346956	-8.354282e-05	98.68781614303589
131	90.444435	255.8155	813.99994	0.0	112.0	91.820656	12.631794	95.355865	-16.03101	145200	-0.09118384	4.770847	-0.00012109429	-2.7635071	0.91255975	3.132262e-05	99.36115384101868
132	83.056244	294.94894	905.569	-158.06271	114.22222	90.46727	16.949406	95.44394	-24.081347	146300	0.011033282	84.55236	-0.00041498616	-44.2125	0.9119439	6.8461675e-05	100.04376792907715
133	97.186874	274.886	874.6819	0.0	112.0	90.90618	14.102001	95.84199	-5.502587	147400	-0.025845224	19.040232	-0.0010128003	-18.355476	0.9003177	-0.00022430976	100.70981001853943
134	245.37675	347.01514	736.13025	0.0	334.0	91.936874	13.977731	96.300835	-26.07469	148500	-0.019066384	85.185394	-0.0005061887	-81.95445	0.9135369	7.442783e-05	101.39408087730408
135	469.32764	469.32764	938.6553	0.0	500.5	93.60606	7.861072	96.020966	4.062453	149600	-0.010884958	7.2383256	-0.001991448	-6.9398866	0.90041846	0.0004698632	102.05116105079651
136	113.03315	299.05762	904.2652	0.0	125.875	93.543465	8.767143	97.656006	-4.5663486	150700	0.0032399667	7.490022	-0.00046705361	-4.744264	0.91487753	-7.7065175e-05	102.74326586723328
137	121.498856	297.6102	850.492	0.0	143.71428	91.48891	15.512869	95.87516	-17.924898	151800	0.017965551	37.207325	-0.0015555155	-36.593185	0.9039093	-0.00025582596	103.41375923156738
